Date,PPI Input Index,Fuel Input Index,Black Metal Input Index,Base Metal Input Index,Chemical Input Index,Wood and Pulp Input Index,Construction and Non-metal Material Input Index,Other Raw Material Input Index,Subsidiary Agricultural Products Input Index,Fabric Raw Material Input Index
2025-05-01,103.707211717271,107.481553220716,96.7637521307493,138.178571309982,97.6589916969021,99.4637600167863,92.481312638843,100.33975248891,99.3689570559572,101.197602364173
2025-04-01,104.373389736816,109.767203576993,97.225548059965,138.257012089149,98.8467881299346,100.126964722372,92.6463512815207,100.567403792938,99.5589029284059,101.54522042077
2025-03-01,105.157748761819,112.783509499945,98.0405538676402,137.516013597297,99.6649668936414,100.827308161588,93.0715963823973,100.841443384957,99.9279040950435,101.863013894805
2025-02-01,105.477756908698,114.555796786004,98.6704486016986,137.035654070351,99.3116634402848,101.09577814175,93.3880341718342,100.957995097997,100.062268482219,101.908687115191
2025-01-01,107.297336430868,117.703064240027,100.903101316507,140.728340639819,101.176027194165,101.940348782827,94.7259524068213,101.878632711676,101.379913467195,103.245101977462
2024-12-01,104.53192088911,110.510201658038,99.3183978019717,134.373689170976,98.793526956072,99.9159109823774,94.0789655621495,100.958103523162,99.0606528884914,102.537177741509
2024-11-01,104.46233050316,110.141061659292,99.5475449279193,134.22155978582,98.9531611833497,100.069566140313,93.4154314146032,100.883465949295,99.6644017910459,102.464308533979
2024-10-01,104.496036404299,110.671615709072,99.055279799159,132.696973650613,99.246060336094,100.374016464941,92.0382837656809,100.93643931389,100.332108778388,102.419939968687
2024-09-01,104.817678067491,111.74709508887,98.6314192013462,130.724603131804,100.258973152273,100.903949277931,92.2552018098545,100.989780317427,102.024021866667,102.326384955355
2024-08-01,105.377417483981,113.033267034191,100.450026484145,131.150768920644,100.814296859929,101.247561415194,92.7332126165622,101.025039438746,102.527745556843,102.400029344113
2024-07-01,105.68281029451,113.066294450281,101.782482546582,132.831886360584,101.003532611537,101.637166979183,93.0538915363507,101.253169867484,101.808253805764,102.484024804682
2024-06-01,105.664784462543,113.40266538922,101.660228059167,131.285188236789,101.043998031937,102.199849017062,92.8362301655697,101.378237641725,101.957838448746,102.455597573954
2024-05-01,105.618569211797,115.156318283839,101.92463400257,127.96846306494,101.00703420141,102.453299921449,92.5908888149827,101.427026926992,100.951761260445,102.731492978995
2024-04-01,105.355851535131,114.907175555951,101.618306842226,123.381796450906,100.851431257974,102.455270146876,93.017557344148,101.477725201612,101.65489929204,102.812560379027
2024-03-01,105.982275423593,117.404041283259,103.94624280688,120.378000526899,101.077699765126,102.847212724254,94.1675065656128,101.828448572841,102.313077628934,102.936491741442
2024-02-01,106.309657266991,117.425742515716,105.803880247317,119.822545302843,101.394761572783,102.768041082441,94.6218448340281,101.858661267009,103.017306983099,102.610536246476
2024-01-01,109.814823965707,124.189151355466,110.710752478643,126.951808135716,105.494362230661,104.501289680501,96.8754924558837,103.209146829764,104.795275741047,104.79986997008
