Date,CPIIndex,CPIIndex excluding groceries,CPIIndex of Consumer Goods,CPIIndex of Services,CPIIndex of Apparel,CPIIndex excluding Groceries and Energy
2022-02-01,101.3015463005278,101.642508533693,101.348099807896,100.918020196662,100.182295672463,100.999118016369
2022-01-01,100.62921210330916,101.191916600981,100.388816352268,100.942473993323,100.389544967298,100.798345940856
2021-12-01,100.2248955486254,100.997837526908,99.9781419945636,100.59506279825,100.992070625643,100.599692189522
2021-11-01,100.48731410987767,101.200238002914,100.379660637112,100.59506279825,100.891430178195,100.599692189522
2021-10-01,100.22200576131846,101.200238002914,99.4843019198336,100.897756066449,100.589661194611,100.80129477908
2021-09-01,99.57898065130549,100.797049803699,98.4018812263438,100.796959107342,100.238848395461,100.700594184895
2021-08-01,99.48045207263561,100.595858087524,98.4018812263438,100.696262844498,99.3940466132735,100.499594994905
2021-07-01,99.28428069602536,100.696554642166,98.2054702857723,100.696262844498,99.4938374591332,100.499594994905
2021-06-01,98.8944743294193,100.195576758374,98.1073629228495,100.095688712225,99.9435608540011,100.198998000902
2021-05-01,99.30366120765201,100.195576758374,98.6995602845568,100.195884596822,100.143848551104,100.2992972982
2021-04-01,99.62928834497959,99.9955855872,99.0959440608,99.9958928112,99.7946148559859,100.1990982
2021-03-01,99.9761720284445,99.7959936,99.7945056,99.5975028,99.7947144562859,99.8994
2021-02-01,100.46591201697385,99.5968,100.5993,99.6972,99.3465311815596,99.8994
2021-01-01,99.73501395024621,99.2,99.9,99.3,99.895759981467,99.7
2020-12-01,98.7822058420717,98.9118985059947,98.4621389135781,99.1051163308096,100.393092332263,99.5036050321771
2020-11-01,98.09553708249426,98.731939515038,97.5506906094383,99.1084362544335,100.393092332263,99.4068104639545
2020-10-01,98.68766306085942,98.8283574247207,97.9176199998362,99.5046904008373,100.092813890591,99.5076947473643
2020-09-01,98.9846169115942,98.82063706245,98.2054702857723,99.4052851157219,99.6940377396328,99.5065159929792
2020-08-01,98.78704282594232,98.7201747669519,98.1075585506917,99.2081407334956,98.8047945883378,99.3079001925939
2020-07-01,98.39346895014175,98.6254208052556,97.6197517751216,99.110494925687,99.0028001887152,99.2098667274482
2020-06-01,97.8066291750912,98.5207244428456,97.0399237614733,99.1046422893317,99.5003016972012,99.3052507442042
2020-05-01,97.9045337088,98.6176936598169,97.145236500548,99.3021651108246,99.6997010994,99.4046553996036
2020-04-01,98.6940864,98.7123253575518,98.114796099802,99.3007873000993,99.5006997,99.5025801390268
2020-03-01,99.5904,99.1022776564052,99.1993097415507,99.3987053892216,99.6003,99.6005982053838
2020-02-01,100.8,99.7963927855711,100.902006018054,99.796996996997,99.7,99.8994
2020-01-01,100,100,100,100,100,100
2019-12-01,98.6021825795454,,,,100.498049240498,
2019-11-01,98.59533102971957,,,,100.646912877124,
2019-10-01,98.19960030424127,,,,100.369935564798,
2019-09-01,97.32684695811051,,,,100.08207089344,
2019-08-01,96.46522000069731,,,,99.2945349186495,
2019-07-01,95.80067288160525,,,,99.5468082802202,
2019-06-01,95.42004926413223,,,,99.9232479806332,
2019-05-01,95.56273051448059,,,,100.061686378654,
2019-04-01,95.55197822916674,,,,99.9310127788073,
2019-03-01,95.47054273292429,,,,99.9155063894037,
2019-02-01,95.83572453074481,,,,99.2617844778843,
2019-01-01,94.88175815629522,,,,99.4321422092453,
2018-12-01,94.38293259338315,,,,99.7158909464981,
2018-11-01,94.36626583244256,,,,99.5840586401288,
2018-10-01,94.62742052622411,,,,99.1341968942011,
2018-09-01,94.46531393234771,,,,98.4266964212949,
2018-08-01,93.8232080027143,,,,97.7366701920785,
2018-07-01,93.18116347946031,,,,97.8105766510499,
2018-06-01,92.90694824258014,,,,98.1799112064562,
2018-05-01,93.02515935073141,,,,98.3828683437981,
2018-04-01,93.21651234527988,,,,98.1752775286124,
2018-03-01,93.36370383811601,,,,97.9678488519858,
2018-02-01,94.41078013647382,,,,97.3495112724521,
2018-01-01,93.29350772682804,,,,97.9017078894634,
2017-12-01,92.68008951325473,,,,98.2192769349744,
2017-11-01,92.36888947271991,,,,98.21420387189,
2017-10-01,92.34416206622538,,,,97.7455280818632,
2017-09-01,92.2065960206433,,,,97.2594066831096,
2017-08-01,91.7308237754755,,,,96.437139385118,
2017-07-01,91.31498453206694,,,,96.640583813619,
2017-06-01,91.19919551939668,,,,97.0701906524214,
2017-05-01,91.3811365711658,,,,97.2885758444231,
2017-04-01,91.52044621359147,,,,97.1492419473962,
2017-03-01,91.43620489502223,,,,96.9286294663429,
2017-02-01,91.73068409945205,,,,96.320422042699,
2017-01-01,91.91464953173254,,,,96.5801302908191,
2016-12-01,91.02297439732877,,,,96.9634073370651,
2016-11-01,90.83307927593619,,,,97.0550381869657,
2016-10-01,90.68233729492813,,,,96.5313356499166,
2016-09-01,90.76381702384947,,,,95.9834311684551,
2016-08-01,90.12087551783029,,,,95.21060160074,
2016-07-01,90.0425350249745,,,,95.3061015912144,
2016-06-01,89.85711678160163,,,,95.7094140384532,
2016-05-01,89.9888701351205,,,,96.0187306924936,
2016-04-01,90.43814952195038,,,,95.9126586053826,
2016-03-01,90.62000380983977,,,,95.7507848829659,
2016-02-01,90.99330118259383,,,,95.2263477348799,
2016-01-01,89.61658231054298,,,,95.5690453851109,
2015-12-01,89.16076805413667,,,,95.9306357934527,
2015-11-01,88.7908888327822,,,,95.7150277977965,
2015-10-01,88.81717658660935,,,,95.2925327244981,
2015-09-01,89.07145929720262,,,,94.8452877158647,
2015-08-01,88.96433910940799,,,,93.9887478783218,
2015-07-01,88.45042733298084,,,,93.9902382556355,
2015-06-01,88.18166514386814,,,,94.387982286443,
2015-05-01,88.22438248541225,,,,94.5997346724075,
2015-04-01,88.40483824237575,,,,94.4952301530863,
2015-03-01,88.58260391968697,,,,94.3357486531684,
2015-02-01,88.947508487384,,,,93.726720211496,
2015-01-01,88.03200619896167,,,,93.787090662523,
2014-12-01,87.75666147060696,,,,94.0496429347575,
2014-11-01,87.47870820963765,,,,93.6546260252412,
2014-10-01,87.677370766643,,,,93.0591139887677,
2014-09-01,87.66875915078998,,,,92.2619530309968,
2014-08-01,87.21994030334116,,,,91.3398910382136,
2014-07-01,87.05750721750083,,,,91.3413394126681,
2014-06-01,86.96416680854847,,,,91.7278739421215,
2014-05-01,87.17824356266033,,,,92.023088202731,
2014-04-01,87.0983628003702,,,,91.8320992741363,
2014-03-01,87.35956994051969,,,,91.588105488513,
2014-02-01,87.71943637809073,,,,91.0852480189466,
2014-01-01,87.33333948309689,,,,91.1439170675637,
2013-12-01,86.45976499567189,,,,91.6663186498611,
2013-11-01,86.27091539411997,,,,91.2813119154398,
2013-10-01,86.2966247703179,,,,90.878041004656,
2013-09-01,86.28814877046258,,,,90.0995635068328,
2013-08-01,85.5097453954325,,,,89.0252349300327,
2013-07-01,85.10020255865184,,,,89.026646601041,
2013-06-01,85.0089607121686,,,,89.4033859085005,
2013-05-01,85.05194493918081,,,,89.7786226368107,
2013-04-01,85.55831316342848,,,,89.7674479708077,
2013-03-01,85.31208002003876,,,,89.5289398714692,
2013-02-01,85.99944742950072,,,,89.124508824801,
2013-01-01,85.20325803228965,,,,89.4444720977073,
2012-12-01,84.3509902396799,,,,89.7809193436446,
2012-11-01,83.75817028555336,,,,89.491482270039,
2012-10-01,83.62076043635456,,,,88.7480869186094,
2012-09-01,83.69364575214607,,,,88.0738646205599,
2012-08-01,83.34283176942739,,,,87.1088404403451,
2012-07-01,82.86290414669119,,,,87.1102217231321,
2012-06-01,82.77406106345532,,,,87.3933391089936,
2012-05-01,83.30259053788524,,,,87.5889001334739,
2012-04-01,83.55304019866063,,,,87.5779980203002,
2012-03-01,83.5573751420556,,,,87.5160702555906,
2012-02-01,83.33279789680302,,,,87.2913896423124,
2012-01-01,83.53260591400947,,,,87.2628996075193,
2011-12-01,82.29364901432186,,,,88.1068884628504,
2011-11-01,82.11585322113075,,,,87.4794548094223,
2011-10-01,82.2229699472513,,,,86.4148850229887,
2011-09-01,82.13311653792549,,,,85.1778187819728,
2011-08-01,81.70865859747784,,,,84.4896609508682,
2011-07-01,81.39774474134694,,,,84.3274169633418,
2011-06-01,80.9922319603281,,,,84.6014899409425,
2011-05-01,80.87630149309246,,,,84.9552862594315,
2011-04-01,80.80564816118049,,,,84.5347471238419,
2011-03-01,80.65383700970618,,,,84.312206411937,
2011-02-01,80.74883517132075,,,,84.0957511004936,
2011-01-01,79.9355080516837,,,,84.4752174322549,
2010-12-01,79.05249665160602,,,,84.8813954362721,
2010-11-01,78.80600117191051,,,,84.5212123762534,
2010-10-01,77.93646440497754,,,,83.3316152584269,
2010-09-01,77.41104291981668,,,,82.5366461065628,
2010-08-01,76.93847325562885,,,,82.1085140436037,
2010-07-01,76.42980726887038,,,,82.5121496705888,
2010-06-01,76.12051875970685,,,,82.8614005298164,
2010-05-01,76.66000141525352,,,,83.4531299208561,
2010-04-01,76.73850727557502,,,,83.367600713848,
2010-03-01,76.5216669921311,,,,83.6430619166042,
2010-02-01,76.976963938342,,,,83.7607082674239,
2010-01-01,76.20162826661935,,,,84.6445064451452,
2009-12-01,75.5760006229503,,,,84.7965988374347,
2009-11-01,74.98192309411085,,,,85.1170315974354,
2009-10-01,74.65178582852255,,,,84.4291947907061,
2009-09-01,74.72108389943695,,,,83.7935493467643,
2009-08-01,74.33668913587329,,,,83.105783444943,
2009-07-01,73.98819677528594,,,,83.1775702324484,
2009-06-01,73.97523688989976,,,,83.6983843735519,
2009-05-01,74.3549965230393,,,,84.4667306891256,
2009-04-01,74.64835338090955,,,,84.465654218691,
2009-03-01,74.72819042200302,,,,84.5733689753329,
2009-02-01,74.95322681435444,,,,84.8639394806726,
2009-01-01,75.07549582918163,,,,84.9844442220333,
2008-12-01,74.16683083704643,,,,85.4804423764463,
2008-11-01,74.53471480527918,,,,86.1508416978091,
2008-10-01,75.02692043067593,,,,85.8020272263273,
2008-09-01,75.32367328572273,,,,85.3294799865217,
2008-08-01,75.23956390270575,,,,84.9752386962607,
2008-07-01,75.34439590151318,,,,85.2229203201316,
2008-06-01,75.25456448616455,,,,85.668765991353,
2008-05-01,75.41074698077009,,,,86.455200295932,
2008-04-01,75.78513033594879,,,,86.4540984838188,
2008-03-01,75.63582026518525,,,,86.5643490023878,
2008-02-01,76.1719784698724,,,,86.8617599597468,
2008-01-01,74.33217408829864,,,,87.3426970421719,
2007-12-01,73.28738225004588,,,,87.4033153133398,
2007-11-01,72.78780742703044,,,,87.6407341788495,
2007-10-01,72.1412696448807,,,,86.9321451127936,
2007-09-01,72.01115992898923,,,,86.3658704317021,
2007-08-01,71.7250370855155,,,,85.9203626858046,
2007-07-01,70.87901778129181,,,,86.432982069099,
2007-06-01,70.26569980034039,,,,86.9733664886832,
2007-05-01,70.01926367759525,,,,87.7717769501848,
2007-04-01,69.84804639257953,,,,87.6816414643193,
2007-03-01,69.83916921993098,,,,87.6157378566678,
2007-02-01,70.07541717559559,,,,88.0950912370657,
2007-01-01,69.40445759878492,,,,89.0343496862099,
2006-12-01,68.81444342727313,,,,88.914868070539,
2006-11-01,68.08962341162811,,,,88.885125942038,
2006-10-01,67.7382813566955,,,,88.0771480372782,
2006-09-01,67.80711857720266,,,,87.2382529613153,
2006-08-01,67.34745266245586,,,,86.7006687041419,
2006-07-01,67.12028198985966,,,,86.9547103310855,
2006-06-01,67.30431015358275,,,,87.2350717037946,
2006-05-01,67.71688943674589,,,,87.8596365867716,
2006-04-01,67.81363727434906,,,,87.8573561766726,
2006-03-01,67.60810185859728,,,,87.7913204976631,
2006-02-01,68.2331228584183,,,,87.9192527316025,
2006-01-01,67.91042817885021,,,,88.5913927225969,
2005-12-01,66.9401200654408,,,,88.8260420285105,
2005-11-01,66.82004260218658,,,,88.7963296124256,
2005-10-01,66.80303881330917,,,,88.2536553479741,
2005-09-01,66.80504293320459,,,,87.6766361420254,
2005-08-01,66.48317143381627,,,,87.136350456424,
2005-07-01,66.45572474243531,,,,87.4795878582349,
2005-06-01,66.30966517594359,,,,87.673438898286,
2005-05-01,66.78194224531153,,,,88.2124865329032,
2005-04-01,67.00952299836864,,,,88.2988504288167,
2005-03-01,67.07152962162428,,,,88.4993150178055,
2005-02-01,67.62450233738187,,,,89.1675991192723,
2005-01-01,66.64418859553506,,,,90.0319031733708,
2004-12-01,65.8859449463,,,,89.6327366584364,
2004-11-01,65.96252971588014,,,,89.6932622347733,
2004-10-01,66.01090791828969,,,,89.2352430212074,
2004-09-01,66.20916048880535,,,,88.921537669397,
2004-08-01,65.62998167207924,,,,88.5532016833577,
2004-07-01,65.28067263500522,,,,89.0830833586913,
2004-06-01,65.26541848025944,,,,89.371497347896,
2004-05-01,65.6011220484396,,,,90.196816495811,
2004-04-01,65.82467878032283,,,,90.4701336360827,
2004-03-01,65.30820800547642,,,,90.7685282233903,
2004-02-01,65.08614276937621,,,,90.8945964518576,
2004-01-01,65.40155897500988,,,,91.4958365583037,
2003-12-01,64.3417431116211,,,,91.1828450238417,
2003-11-01,64.16588493762659,,,,91.3373342512966,
2003-10-01,63.28946109136116,,,,90.870919573531,
2003-09-01,62.936464342970865,,,,90.367416330688,
2003-08-01,62.326668254586174,,,,90.0846405731004,
2003-07-01,61.99494077398406,,,,90.5315887791578,
2003-06-01,62.15754140977089,,,,90.7324846171533,
2003-05-01,62.83632380118736,,,,91.4775015170497,
2003-04-01,63.41491211977151,,,,91.6617362067707,
2003-03-01,63.406027189782925,,,,91.6853820438286,
2003-02-01,63.74744639507954,,,,92.0917897181941,
2003-01-01,63.37360365795531,,,,92.9835737381135,
2002-12-01,62.34665030195843,,,,92.8542210018755,
2002-11-01,62.29697566759862,,,,92.9169219240047,
2002-10-01,62.17039399937246,,,,92.5365779771191,
2002-09-01,62.25169569037673,,,,92.2116493170286,
2002-08-01,61.77073166956014,,,,91.829399157085,
2002-07-01,61.68650823281997,,,,92.3791722236304,
2002-06-01,61.97162653018036,,,,92.773501653531,
2002-05-01,62.399527111407515,,,,93.7269482756657,
2002-04-01,62.78704170274407,,,,93.8195867008912,
2002-03-01,62.84046302257971,,,,94.1328357739513,
2002-02-01,63.620205983113316,,,,94.8422139219301,
2002-01-01,63.121119181230384,,,,95.7606320680881,
2001-12-01,62.59703845578155,,,,95.6274160678429,
2001-11-01,62.736128567571626,,,,95.6919896230738,
2001-10-01,62.671768144528684,,,,95.2022407172007,
2001-09-01,62.69052939614978,,,,94.673151249516,
2001-08-01,62.20617489381686,,,,94.1839991354718,
2001-07-01,62.2467287919475,,,,94.6507912127361,
2001-06-01,62.47139771187536,,,,94.8604311385798,
2001-05-01,63.09355622993682,,,,95.5422510455308,
2001-04-01,63.614024014938266,,,,95.9300477514225,
2001-03-01,63.34724095018116,,,,96.2503433271486,
2001-02-01,63.620205983113316,,,,96.7777693080919,
2001-01-01,63.758706243667056,,,,97.515918602941,
2000-12-01,62.785394639700655,,,,97.2811964067578,
2000-11-01,62.924903277403835,,,,97.3468866969215,
2000-10-01,62.54667479493881,,,,97.0461169390425,
2000-09-01,62.753282678828604,,,,96.6052563770571,
2000-08-01,61.5902721720959,,,,96.4012273648637,
2000-07-01,61.32682639600739,,,,96.3857344325215,
2000-06-01,61.60887348311179,,,,96.5009472416885,
2000-05-01,62.03889501468715,,,,97.2935346695833,
2000-04-01,62.61222836115971,,,,97.8878038279821,
2000-03-01,62.84448506962416,,,,98.4154839745896,
2000-02-01,63.620205983113316,,,,98.8536969439141,
2000-01-01,63.002674153821204,,,,98.8003227993323,
1999-12-01,61.85753166472971,,,,97.4761487041661,
1999-11-01,62.11737737157339,,,,97.4443310279494,
1999-10-01,62.54667479493881,,,,97.3381313330416,
1999-09-01,62.753282678828604,,,,97.0907099266906,
1999-08-01,61.40605401006571,,,,97.2767178252913,
1999-07-01,61.02171780697253,,,,97.0651907678968,
1999-06-01,61.30236167473811,,,,97.3773433316736,
1999-05-01,61.976918096590566,,,,98.3756670066565,
1999-04-01,62.80063025191546,,,,99.0767245222491,
1999-03-01,62.9704259214671,,,,99.9141969285174,
1999-02-01,63.17796026128433,,,,100.563272577736,
1999-01-01,63.12893201785692,,,,100.611326679564,
1998-12-01,62.4823552168987,,,,99.9755371324781,
1998-11-01,62.68151097030615,,,,99.9429036184096,
1998-10-01,62.92422011563261,,,,99.9364798080509,
1998-09-01,63.25935753914174,,,,99.7849022884795,
1998-08-01,62.21484702134317,,,,100.388769685543,
1998-07-01,61.88815193404922,,,,100.273957404852,
1998-06-01,62.617325510457725,,,,100.492614377372,
1998-05-01,63.37108189835436,,,,101.418213408924,
1998-04-01,64.21332336596673,,,,101.930786545524,
1998-03-01,64.1246699811274,,,,102.68673887823,
1998-02-01,64.0100914501361,,,,103.036139936205,
1998-01-01,63.89568018001712,,,,102.769485883109,
1997-12-01,63.1134901180795,,,,102.120058357996,
1997-11-01,63.44282486873092,,,,101.878596960662,
1997-10-01,63.62408505119576,,,,101.664781086522,
1997-09-01,64.22269800928095,,,,101.61395345059,
1997-08-01,63.09822213117968,,,,101.814168038076,
1997-07-01,62.76688837124667,,,,101.49185972151,
1997-06-01,63.442072452338124,,,,101.303038686867,
1997-05-01,64.01119383672157,,,,101.825515470807,
1997-04-01,64.40654299495158,,,,101.930786545524,
1997-03-01,63.678917558219865,,,,102.584154723506,
1997-02-01,64.07416561575185,,,,102.727956068001,
1997-01-01,63.7045664805754,,,,101.953855042767,
1996-12-01,62.86204195027838,,,,100.215955209025,
1996-11-01,62.75254685334414,,,,100.077207230513,
1996-10-01,62.68382763664608,,,,99.6713540063941,
1996-09-01,63.08712967512863,,,,99.3293777620626,
1996-08-01,61.92170964787015,,,,99.3308956469034,
1996-07-01,61.1167364861214,,,,98.9199412490351,
1996-06-01,61.7140782610293,,,,98.448045371105,
1996-05-01,62.26769828474861,,,,98.6681351461308,
1996-04-01,62.40944088658099,,,,98.2939118086056,
1996-03-01,61.22972842136525,,,,98.6386103110635,
1996-02-01,60.676293196734704,,,,98.4927670834142,
1996-01-01,60.15539799865477,,,,97.1914728720372,
1995-12-01,58.749571916148014,,,,94.6326300368508,
1995-11-01,58.702101827263,,,,93.9692086671484,
1995-10-01,58.5830164828468,,,,92.0326445119059,
1995-09-01,58.74034420403038,,,,93.1795288574696,
1995-08-01,57.281877565097275,,,,93.2684466168107,
1995-07-01,56.43281300657562,,,,92.6216678361752,
1995-06-01,56.82695972470469,,,,92.0075190384159,
1995-05-01,57.178786303717736,,,,91.7843117638426,
1995-04-01,56.89101265868823,,,,91.1817363716193,
1995-03-01,55.76477998302846,,,,91.0790492253587,
1995-02-01,55.51353448923578,,,,89.8656633972757,
1995-01-01,55.188438530875935,,,,88.1955289219938,
1994-12-01,53.36019247606541,,,,85.0248248309531,
1994-11-01,52.78965991660341,,,,84.0511705430665,
1994-10-01,52.25960435579554,,,,82.1720040284874,
1994-09-01,51.89076343112224,,,,82.7526899267048,
1994-08-01,50.027840668207226,,,,82.3926206862285,
1994-07-01,48.35716624385229,,,,81.2470770492765,
1994-06-01,48.07695408181446,,,,80.1459225073309,
1994-05-01,47.53016317848523,,,,79.5357987554962,
1994-04-01,47.134227554836976,,,,78.6727664983773,
1994-03-01,45.97261334132602,,,,77.8453412182553,
1994-02-01,45.35419484414688,,,,76.3514557326047,
1994-01-01,44.47094160425135,,,,74.8688700526263,
1993-12-01,42.51808165423539,,,,,
1993-11-01,41.4036548365517,,,,,
1993-10-01,40.92373089725571,,,,,
1993-09-01,40.76257928603475,,,,,
1993-08-01,39.76775887774819,,,,,
1993-07-01,38.9977147127841,,,,,
1993-06-01,39.21448130653708,,,,,
1993-05-01,39.18397623947669,,,,,
1993-04-01,38.72985008614377,,,,,
1993-03-01,37.559324625266356,,,,,
1993-02-01,36.813469841028315,,,,,
1993-01-01,36.722495131504004,,,,,
1992-12-01,35.78963102208366,,,,,
1992-11-01,35.47871022840763,,,,,
1992-10-01,35.30951759901269,,,,,
1992-09-01,35.231269910142395,,,,,
1992-08-01,34.164741303907384,,,,,
1992-07-01,33.5608560350982,,,,,
1992-06-01,34.06992294225637,,,,,
1992-05-01,34.371908981997095,,,,,
1992-04-01,34.39595922392875,,,,,
1992-03-01,33.47533389061173,,,,,
1992-02-01,33.225153286126634,,,,,
1992-01-01,33.29328661061106,,,,,
1991-12-01,32.89488145412101,,,,,
1991-11-01,32.78993551608838,,,,,
1991-10-01,32.724298052838456,,,,,
1991-09-01,32.77327433501618,,,,,
1991-08-01,32.29181597722815,,,,,
1991-07-01,31.901954405986878,,,,,
1991-06-01,32.5094684563515,,,,,
1991-05-01,32.82894840687402,,,,,
1991-04-01,32.115741572295754,,,,,
1991-03-01,31.79044054189148,,,,,
1991-02-01,31.552852123577054,,,,,
1991-01-01,31.557617640389633,,,,,
1990-12-01,31.47835545848901,,,,,
1990-11-01,31.40798421081262,,,,,
1990-10-01,31.225475241258067,,,,,
1990-09-01,31.361985009584867,,,,,
1990-08-01,30.783428004983936,,,,,
1990-07-01,30.469870492824146,,,,,
1990-06-01,31.13933760186925,,,,,
1990-05-01,31.688174137909286,,,,,
1990-04-01,31.70359483938377,,,,,
1990-03-01,31.289803682964056,,,,,
1990-02-01,30.994943146932272,,,,,
1990-01-01,30.878295147152283,,,,,
1989-12-01,30.180590084840855,,,,,
1989-11-01,30.287352180147177,,,,,
1989-10-01,30.28659092265574,,,,,
1989-09-01,30.47811954284244,,,,,
1989-08-01,30.032612687789207,,,,,
1989-07-01,30.13834865759065,,,,,
1989-06-01,30.800531752590757,,,,,
1989-05-01,30.8550867944589,,,,,
1989-04-01,30.720537635061792,,,,,
1989-03-01,30.260931995129646,,,,,
1989-02-01,29.688642861046237,,,,,
1989-01-01,29.605268597461443,,,,,
1988-12-01,28.311998203415435,,,,,
1988-11-01,28.200514134215247,,,,,
1988-10-01,27.888205269480423,,,,,
1988-09-01,27.33463636129367,,,,,
1988-08-01,26.047365730953345,,,,,
1988-07-01,25.241498038183124,,,,,
1988-06-01,25.081866248038075,,,,,
1988-05-01,24.72362723914976,,,,,
1988-04-01,24.265827515846595,,,,,
1988-03-01,23.808758454075253,,,,,
1988-02-01,23.12199599769956,,,,,
1988-01-01,23.238044425008983,,,,,
1987-12-01,22.136042379527314,,,,,
1987-11-01,22.240153102693412,,,,,
1987-10-01,21.941939629803638,,,,,
1987-09-01,21.62550345039056,,,,,
1987-08-01,21.07392049429882,,,,,
1987-07-01,21.175753387737522,,,,,
1987-06-01,21.566522999172893,,,,,
1987-05-01,21.64941089242536,,,,,
1987-04-01,21.627297251200176,,,,,
1987-03-01,21.39151702971721,,,,,
1987-02-01,20.943836954438005,,,,,
1987-01-01,21.241356878435997,,,,,
1986-12-01,20.326944333817554,,,,,
