Date,Retail Sales (CNY 100M),Retail Sales Tot Per Annu (CNY 100M),Retail Sales Y%Y,Retail Sales Tot Growth Per Annum (%),Above Threshold Retail Sales (CNY 100M),Above Threshold Retail Sales Tot Per Annum (CNY 100M),Above Threshold Retail Sales Y%Y,Above Threshold Retail Sales Tot Growth Per Annum (%),Urban Retail Sales (CNY 100M),Urban Retail Sales Tot Per Annum (CNY 100M),Urban Retail Sales Y%Y,Urban Retail Sales Tot Growth Per Annum (%),Rural Retail Sales (CNY 100M),Rural Retail Sales Tot Per Annum (CNY 100M),Rural Retail Sales Y%Y,Rural Retail Sales Tot Growth Per Annum (%),Restraurant Revenue Value (CNY 100M),Restraurant Revenue Tot Per Annum (CNY 100M),Restraurant Revenue Y%Y,Restraurant Revenue Tot Growth Per Annum (%),Over Threshold Restraurant Revenue Value (CNY 100M),Over Threshold Restraurant Revenue Tot Per Annum (CNY 100M),Over Threshold Restraurant Revenue Y%Y,Over Threshold Restraurant Revenue Tot Growth Per Annum (%),Goods Retail Sales (CNY 100M),Goods Retail Sales Tot Per Annum (CNY 100M),Goods Retail Sales Y%Y,Goods Retail Sales Tot Growth Per Annum (%),Over Threshold Good Retail Sales (CNY 100M),Over Threshold Good Retail Sales Tot Per Annum (CNY 100M),Over Threshold Good Retail Sales Y%Y,Over Threshold Good Retail Sales Tot Growth Per Annum (%),Over Threshold Supermarket Retail Sales Tot Growth Per Annum (%),Over Threshold Department Store Retail Sales Tot Growth Per Annum (%),Over Threshold Specialty Store Retail Sales Tot Growth Per Annum (%),Over Threshold Exclusive Store Retail Sales Tot Growth Per Annum (%),Over Threshold Convenient Store Retail Sales Tot Growth Per Annum (%),Online Retail Sales Tot Per Annum (CNY 100M),Online Retail Sales Tot Growth Per Annum (%),Physical Goods Online Retail Sales Tot Per Annum (CNY 100M),Physical Goods Online Retail Sales Tot Growth Per Annum (%),Physical Goods (food) Online Retail Sales Tot Growth Per Annum (%),Physical Goods (apparel) Online Retail Sales Tot Growth Per Annum (%),Physical Goods (others) Online Retail Sales Tot Growth Per Annum (%)
1987-08-01,396.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-07-01,390.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-01,400.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-05-01,389.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-04-01,383.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-01,391.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-02-01,394.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-01-01,445.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-01,481.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-11-01,405.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-10-01,382.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-01,378.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-08-01,333.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-07-01,326.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-01,340.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-05-01,332.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-04-01,329.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-01,335.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-02-01,346.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-01,381.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-01,411.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-11-01,341.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-10-01,319.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-01,317.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-08-01,284.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-07-01,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-06-01,295.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-01,291.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-04-01,290.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-03-01,308.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-02-01,320.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-01-01,338.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-12-01,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-11-01,265.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-10-01,240.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-09-01,232.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-08-01,205.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-07-01,199.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-06-01,207.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-05-01,204.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-04-01,198.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-03-01,199.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-02-01,201.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-01-01,245.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
