Non-Gov Kindergarten,Non-Gov Pre-school Education Entrants,Non-Gov Pre-school Education Enrolment,Non-Gov Pre-school Education Graduates,Non-Gov All Primary Schools,Non-Gov All Primary Schools Entrants,Non-Gov All Primary Schools Enrolment,Non-Gov All Primary Schools Graduates,Non-Gov All Regular Junior Secondary Schools,Non-Gov All Regular Junior Secondary Schools Entrants,Non-Gov All Regular Junior Secondary Schools Enrolment,Non-Gov All Regular Junior Secondary Schools Graduates,Non-Gov Regular Senior Secondary Schools,Non-Gov Regular Senior Secondary Schools Enrolment,Non-Gov All Secondary Vocational Schools,Non-Gov All Secondary Vocational Schools Enrolment,Non-Gov HEIs,Non-Gov 高校 Enrolment,Non-Gov Academic HEIs,Non-Gov Vocational HEIs
2023,
2022,160489,5851052,21267768,7897188,5056,874425,7748632,1635166,
