Date,Gold,DXY,US 10y yield,CN 10y yield,DE 10y yield,SPX,US 2y yield,CN 2y yield,DE 2y yield
2023-02-26,NA,NA,NA,NA,2.526,NA,NA,NA,NA
2023-02-27,1817.31,104.67,3.922,2.916,2.587,3982.24,4.782,2.531,3.065
2023-02-28,1827.15,104.87,3.928,2.913,2.643,3970.15,4.818,2.51,3.132
2023-03-01,1836.81,104.48,3.994,2.913,2.718,3951.39,4.878,2.51,3.202
2023-03-02,1836,105.03,4.062,2.928,2.749,3981.35,4.889,2.496,3.204
2023-03-03,1854.97,104.52,3.958,2.919,2.714,4045.64,4.861,2.485,3.211
2023-03-05,NA,NA,NA,NA,2.721,NA,NA,NA,NA
2023-03-06,1846.85,104.35,3.964,2.898,2.727,4048.42,4.886,2.468,3.303
2023-03-07,1813.52,105.61,3.97,2.89,2.692,3986.37,5.015,2.458,3.316
2023-03-08,1813.59,105.66,3.989,2.896,2.644,3992.01,5.07,2.478,3.337
2023-03-09,1830.89,105.31,3.907,2.888,2.638,3918.32,4.87,2.465,3.28
2023-03-10,1867.83,104.58,3.704,2.88,2.498,3861.59,4.593,2.48,3.072
2023-03-12,NA,NA,NA,NA,2.4965,NA,NA,NA,NA
2023-03-13,1913.23,103.6,3.545,2.883,2.275,3855.76,4.016,2.42,2.694
2023-03-14,1902.12,103.6,3.685,2.885,2.456,3920.56,4.246,2.423,2.924
2023-03-15,1918.1,104.65,3.462,2.878,2.116,3891.93,3.892,2.408,2.379
2023-03-16,1919.12,104.42,3.579,2.858,2.245,3960.28,4.174,2.4,2.56
2023-03-17,1987.93,103.71,3.438,2.867,2.131,3916.64,3.846,2.395,2.434
2023-03-19,NA,NA,NA,NA,2.0985,NA,NA,NA,NA
2023-03-20,1978.71,103.28,3.483,2.863,2.102,3951.57,3.966,2.39,2.326
2023-03-21,1940.15,103.26,3.608,2.868,2.278,4002.87,4.179,2.389,2.587
2023-03-22,1969.58,102.35,3.451,2.864,2.329,3936.97,3.96,2.398,2.701
2023-03-23,1993.5,102.53,3.414,2.874,2.19,3948.72,3.825,2.393,2.508
2023-03-24,1977.22,103.12,3.372,2.879,2.122,3970.99,3.767,2.411,2.381
2023-03-26,NA,NA,NA,NA,2.123,NA,NA,NA,NA
2023-03-27,1956.56,102.86,3.539,2.86,2.227,3977.53,4.008,2.391,2.522
2023-03-28,1973.69,102.43,3.572,2.863,2.284,3971.27,4.08,2.395,2.583
2023-03-29,1964.04,102.64,3.566,2.865,2.307,4027.81,4.101,2.385,2.634
2023-03-30,1980.25,102.14,3.547,2.86,2.368,4050.83,4.122,2.393,2.743
2023-03-31,1967.9,102.51,3.473,2.861,2.301,4109.31,4.038,2.37,2.695
2023-04-02,NA,NA,NA,NA,2.2855,NA,NA,NA,NA
2023-04-03,1984.11,102.09,3.415,2.87,2.245,4124.51,3.97,2.38,2.658
2023-04-04,2019.97,101.59,3.339,2.866,2.266,4100.6,3.821,2.38,2.628
2023-04-05,2020.35,101.85,3.309,NA,2.18,4090.38,3.792,NA,2.52
2023-04-06,2008.02,101.82,3.303,2.867,2.181,4105.02,3.829,2.388,2.547
2023-04-07,NA,102.09,3.413,2.856,2.174,NA,3.993,2.384,2.538
2023-04-10,1989.65,102.58,3.415,2.852,2.1875,4109.11,4.01,2.379,2.543
2023-04-11,2003.14,102.2,3.432,2.83,2.303,4108.94,4.033,2.363,2.704
2023-04-12,2014.67,101.5,3.4,2.82,2.36,4091.95,3.968,2.365,2.775
2023-04-13,2039.73,101.01,3.449,2.835,2.371,4146.22,3.968,2.37,2.78
2023-04-14,2003.04,101.55,3.515,2.834,2.433,4137.64,4.099,2.37,2.864
2023-04-16,NA,NA,NA,NA,2.4325,NA,NA,NA,NA
2023-04-17,1994.77,102.1,3.606,2.843,2.481,4151.32,4.205,2.382,2.875
2023-04-18,2004.93,101.75,3.578,2.838,2.47,4154.87,4.203,2.374,2.891
2023-04-19,1993.26,101.97,3.591,2.836,2.505,4154.52,4.248,2.37,2.957
2023-04-20,2004.34,101.84,3.536,2.838,2.444,4129.79,4.151,2.368,2.891
2023-04-21,1982.89,101.82,3.568,2.835,2.485,4133.52,4.18,2.37,2.921
2023-04-23,NA,NA,NA,2.838,2.4815,NA,NA,NA,NA
2023-04-24,1988.88,101.35,3.496,2.82,2.491,4137.04,4.105,2.365,2.956
2023-04-25,1997.87,101.86,3.4,2.82,2.378,4071.63,3.948,2.356,2.834
2023-04-26,1989.48,101.47,3.445,2.811,2.386,4055.99,3.949,2.342,2.78
2023-04-27,1987.87,101.5,3.528,2.788,2.453,4135.35,4.081,2.297,2.842
2023-04-28,1989.65,101.66,3.433,2.785,2.322,4169.48,4.021,2.292,2.729
2023-05-01,1982.05,102.15,3.57,NA,2.3135,4167.87,4.141,NA,2.714
2023-05-02,2016.28,101.96,3.433,NA,2.251,4119.58,3.992,NA,2.653
2023-05-03,2051.11,101.23,3.364,NA,2.247,4090.75,3.865,NA,2.678
2023-05-04,2051.11,101.4,3.377,2.771,2.194,4061.22,3.788,2.288,2.534
2023-05-05,2016.54,101.21,3.435,2.73,2.295,4136.25,3.918,2.255,2.62
2023-05-07,NA,NA,NA,NA,2.2885,NA,NA,NA,NA
2023-05-08,2021.39,101.44,3.507,2.748,2.318,4138.12,4.001,2.27,2.661
2023-05-09,2034.17,101.63,3.522,2.757,2.338,4119.17,4.026,2.265,2.667
2023-05-10,2029.51,101.41,3.439,2.725,2.296,4137.64,3.91,2.233,2.629
2023-05-11,2015.55,102.1,3.386,2.705,2.218,4130.62,3.899,2.209,2.579
2023-05-12,2011.15,102.71,3.463,2.714,2.266,4124.08,3.991,2.214,2.617
2023-05-15,2018.41,102.44,3.507,2.725,2.309,4136.28,4.01,2.24,2.642
2023-05-16,1988.6,102.6,3.541,2.717,2.34,4109.9,4.084,2.265,2.681
2023-05-17,1981.72,102.89,3.572,2.73,2.34,4158.77,4.16,2.277,2.749
2023-05-18,1958.05,103.58,3.651,2.72,2.413,4198.05,4.26,2.285,2.789
2023-05-19,1976.56,103.2,3.682,2.724,2.428,4191.98,4.279,2.269,2.786
2023-05-21,NA,NA,NA,NA,2.411,NA,NA,NA,NA
2023-05-22,1969.43,103.2,3.719,2.717,2.451,4192.63,4.32,2.24,2.831
2023-05-23,1974.73,103.49,3.698,2.703,2.465,4145.58,4.32,2.24,2.849
2023-05-24,1957.01,103.89,3.744,2.709,2.453,4115.24,4.378,2.223,2.865
2023-05-25,1940.34,104.25,3.823,2.715,2.488,4151.28,4.537,2.231,2.918
2023-05-26,1946.33,104.21,3.81,2.724,2.538,4205.45,4.568,2.236,2.977
2023-05-28,NA,NA,NA,NA,2.5345,NA,4.634,NA,NA
2023-05-29,1942.84,104.26,3.764,2.732,2.433,NA,4.601,2.216,2.917
2023-05-30,1959.14,104.17,3.694,2.726,2.36,4205.52,4.46,2.198,2.837
2023-05-31,1962.3,104.33,3.646,2.714,2.272,4179.83,4.409,2.168,2.739
2023-06-01,1977.88,103.56,3.601,2.707,2.26,4221.02,4.343,2.155,2.759
2023-06-02,1947.63,104.01,3.698,2.723,2.307,4282.37,4.511,2.166,2.845
2023-06-04,NA,NA,NA,NA,2.312,NA,NA,NA,NA
2023-06-05,1961.45,104,3.689,2.722,2.375,4273.79,4.47,2.135,2.931
2023-06-06,1962.85,104.13,3.677,2.714,2.368,4283.85,4.497,2.099,2.895
2023-06-07,1939.63,104.1,3.793,2.707,2.444,4267.52,4.552,2.103,2.981
2023-06-08,1967.76,103.34,3.718,2.71,2.424,4293.93,4.517,2.124,2.966
2023-06-09,1960.6,103.56,3.743,2.694,2.379,4298.86,4.596,2.109,2.971
2023-06-11,NA,NA,NA,NA,2.3805,NA,NA,NA,NA
2023-06-12,1956.92,103.65,3.743,2.69,2.382,4338.93,4.585,2.124,2.971
2023-06-13,1943.33,103.34,3.827,2.658,2.426,4369.01,4.677,2.103,3.034
2023-06-14,1942.99,102.95,3.79,2.653,2.443,4372.59,4.694,2.101,3.042
2023-06-15,1957.65,102.11,3.72,2.683,2.501,4425.84,4.65,2.128,3.169
2023-06-16,1957.36,102.24,3.767,2.699,2.461,4409.59,4.72,2.148,3.163
2023-06-18,NA,NA,NA,NA,2.465,NA,4.695,NA,NA
2023-06-19,1950.12,102.52,3.822,2.718,2.518,NA,4.757,2.22,3.204
2023-06-20,1935.91,102.54,3.719,2.716,2.406,4388.71,4.685,2.195,3.159
2023-06-21,1932.26,102.07,3.727,2.71,2.432,4365.69,4.72,2.19,3.186
2023-06-22,1913.52,102.39,3.797,NA,2.488,4381.89,4.791,NA,3.271
2023-06-23,1921.36,102.9,3.737,NA,2.357,4348.33,4.75,NA,3.167
2023-06-25,NA,NA,NA,2.701,2.3495,NA,NA,NA,NA
2023-06-26,1922.85,102.69,3.723,2.697,2.3,4328.82,4.744,2.18,3.142
2023-06-27,1913.35,102.49,3.772,2.703,2.365,4378.41,4.764,2.19,3.235
2023-06-28,1907.42,102.96,3.714,2.696,2.314,4376.86,4.712,2.173,3.175
2023-06-29,1908.15,103.34,3.842,2.7,2.414,4396.44,4.863,2.145,3.257
2023-06-30,1919.57,102.91,3.841,2.683,2.391,4450.38,4.904,2.115,3.267
2023-07-02,NA,NA,NA,NA,2.391,NA,NA,NA,NA
2023-07-03,1921.43,102.96,3.858,2.693,2.433,4455.59,4.94,2.115,3.319
2023-07-04,1925.09,103.04,3.839,2.705,2.455,NA,4.9,2.116,3.288
2023-07-05,1917.32,103.37,3.934,2.687,2.48,4446.82,4.947,2.105,3.289
2023-07-06,1910.8,103.1,4.031,2.7,2.6315,4411.59,4.989,2.102,3.36
2023-07-07,1924.28,102.27,4.066,2.693,2.635,4398.95,4.95,2.104,3.308
2023-07-10,1924.99,101.97,4,2.687,2.636,4409.53,4.864,2.103,3.332
2023-07-11,1931.99,101.73,3.978,2.68,2.651,4439.26,4.887,2.097,3.366
2023-07-12,1957.09,100.52,3.861,2.683,2.55,4472.16,4.748,2.108,3.287
2023-07-13,1960.19,99.77,3.767,2.683,2.465,4510.04,4.632,2.125,3.226
2023-07-14,1954.93,99.91,3.83,2.69,2.477,4505.42,4.768,2.11,3.262
2023-07-16,NA,NA,NA,NA,2.476,NA,NA,NA,NA
2023-07-17,1954.74,99.84,3.809,2.675,2.453,4522.79,4.742,2.077,3.253
2023-07-18,1978.71,99.94,3.789,2.662,2.35,4554.98,4.764,2.072,3.179
2023-07-19,1976.74,100.28,3.748,2.673,2.397,4565.72,4.768,2.075,3.187
2023-07-20,1969.62,100.88,3.856,2.658,2.449,4534.87,4.845,2.068,3.263
2023-07-21,1960.23,101.07,3.837,2.648,2.428,4536.34,4.846,2.053,3.236
2023-07-23,NA,NA,NA,NA,2.424,NA,NA,NA,NA
2023-07-24,1954.51,101.35,3.878,2.651,2.388,4554.64,4.925,2.056,3.183
2023-07-25,1964.58,101.35,3.89,2.703,2.401,4567.46,4.879,2.117,3.204
2023-07-26,1972.1,100.89,3.873,2.683,2.454,4566.75,4.85,2.103,3.267
2023-07-27,1944.99,101.77,4.002,2.675,2.435,4537.41,4.926,2.079,3.216
2023-07-28,1959.2,101.62,3.957,2.688,2.458,4582.23,4.885,2.095,3.204
2023-07-31,1964.19,101.86,3.967,2.697,2.465,4588.96,4.885,2.103,3.206
2023-08-01,1944.08,102.3,4.037,2.69,2.526,4576.73,4.906,2.078,3.216
2023-08-02,1933.56,102.59,4.09,2.699,2.508,4513.39,4.885,2.074,3.168
2023-08-03,1933.74,102.54,4.179,2.675,2.552,4501.89,4.883,2.043,3.148
2023-08-04,1941.62,102.02,4.042,2.678,2.541,4478.03,4.768,2.053,3.178
2023-08-06,NA,NA,4.048,NA,2.528,NA,NA,NA,NA
2023-08-07,1936.39,102.05,4.097,2.66,2.561,4518.44,4.777,2.11,3.13
2023-08-08,1924.82,102.53,4.028,2.65,2.441,4499.38,4.76,2.105,3.085
2023-08-09,1914.59,102.49,4.016,2.653,2.4685,4467.71,4.81,2.115,3.123
2023-08-10,1912.06,102.52,4.107,2.656,2.504,4468.83,4.85,2.123,3.138
2023-08-11,1913.32,102.84,4.158,2.652,2.62,4464.05,4.892,2.125,3.037
2023-08-14,1907.9,103.19,4.201,2.627,2.638,4489.72,4.973,2.112,3.07
2023-08-15,1901.56,103.21,4.219,2.586,2.678,4437.86,4.959,2.097,3.105
2023-08-16,1891.76,103.43,4.258,2.584,2.645,4404.33,4.967,2.094,3.075
2023-08-17,1888.89,103.57,4.284,2.573,2.7,4370.36,4.936,2.098,3.098
2023-08-18,1888.19,103.38,4.251,2.57,2.621,4369.71,4.943,2.088,3.049
2023-08-21,1893.94,103.3,4.342,2.543,2.707,4399.77,5.007,2.083,3.113
2023-08-22,1897,103.56,4.332,2.556,2.655,4387.55,5.048,2.093,3.096
2023-08-23,1914.31,103.42,4.196,2.559,2.523,4436.01,4.971,2.092,2.973
2023-08-24,1916.6,103.98,4.241,2.554,2.522,4376.31,5.023,2.09,2.969
2023-08-25,1914.53,104.08,4.231,2.573,2.557,4405.71,5.078,2.111,3.033
2023-08-28,1919.66,104.06,4.206,2.597,2.566,4433.31,5.052,2.145,3.054
2023-08-29,1937.12,103.53,4.12,2.598,2.51,4497.63,4.894,2.163,3.033
2023-08-30,1942.24,103.16,4.112,2.591,2.536,4514.87,4.882,2.128,3.061
2023-08-31,1939.74,103.62,4.106,2.589,2.471,4507.66,4.863,2.119,2.981
2023-09-01,1938.8,104.24,4.181,2.61,2.544,4515.77,4.876,2.151,2.989
2023-09-04,1938.19,104.24,4.206,2.645,2.577,NA,4.906,2.16,3.021
2023-09-05,1925.81,104.81,4.266,2.644,2.609,4496.83,4.96,2.164,3.035
2023-09-06,1916.28,104.86,4.296,2.674,2.658,4465.48,5.029,2.191,3.123
2023-09-07,1919.19,105.06,4.25,2.673,2.621,4451.14,4.953,2.24,3.088
2023-09-08,1917.81,105.09,4.26,2.673,2.598,4457.49,4.989,2.246,3.068
2023-09-09,NA,NA,NA,NA,2.6085,NA,NA,NA,NA
2023-09-11,1921.66,104.57,4.294,2.664,2.636,4487.46,4.995,2.256,3.092
2023-09-12,1913.26,104.71,4.28,2.658,2.642,4461.9,5.02,2.24,3.126
2023-09-13,1906.3,104.77,4.254,2.646,2.653,4467.44,4.971,2.2,3.168
2023-09-14,1910.32,105.4,4.286,2.628,2.595,4505.1,5.014,2.211,3.157
2023-09-15,1923.57,105.32,4.336,2.668,2.67,4450.32,5.037,2.225,3.21
2023-09-18,1933.14,105.2,4.303,2.679,2.717,4453.53,5.056,2.258,3.262
2023-09-19,1930.94,105.16,4.365,2.681,2.741,4443.95,5.092,2.264,3.287
2023-09-20,1929.68,105.12,4.399,2.684,2.704,4402.2,5.172,2.26,3.26
2023-09-21,1919.57,105.36,4.494,2.677,2.747,4330,5.144,2.251,3.264
2023-09-22,1924.99,105.58,4.438,2.693,2.735,4320.06,5.112,2.255,3.247
2023-09-25,1915.66,106,4.531,2.717,2.789,4337.44,5.127,2.276,3.221
2023-09-26,1900.49,106.23,4.55,2.72,2.799,4273.53,5.134,2.295,3.22
2023-09-27,1874.7,106.67,4.608,2.719,2.833,4274.51,5.137,2.289,3.232
2023-09-28,1864.56,106.22,4.579,2.715,2.968,4299.7,5.064,2.245,3.299
2023-09-29,1848.31,106.22,4.579,NA,2.838,4288.05,5.052,NA,3.206
2023-10-02,1827.40,106.90,4.685,NA,2.912,4288.39,5.108,NA,3.228
2023-10-03,1822.81,107.00,4.795,NA,2.9570,4229.45,5.154,NA,3.208
2023-10-04,1821.08,106.80,4.735,NA,2.9410,4263.75,5.054,NA,3.192
2023-10-05,1820.01,106.33,4.721,NA,2.8820,4258.19,5.025,NA,3.138
2023-10-06,1832.26,106.04,4.795,NA,2.8850,4308.5,5.081,NA,3.128
2023-10-09,1860.88,106.08,4.628,2.698,2.7630,4335.66,4.93,2.238,3.031
2023-10-10,1860.09,105.82,4.657,2.712,2.7810,4358.24,4.968,2.263,3.07
2023-10-11,1873.61,105.82,4.558,2.730,2.7170,4376.95,4.986,2.32,3.098
2023-10-12,1868.65,106.60,4.697,2.725,2.7860,4349.61,5.071,2.304,3.159
2023-10-13,1931.70,106.65,4.616,2.706,2.7320,4327.78,5.058,2.29,3.132
2023-10-16,1919.44,106.24,4.700,2.695,2.7820,4373.63,5.101,2.285,3.155
2023-10-17,1922.46,106.25,4.836,2.716,2.8830,4373.2,5.214,2.333,3.248
2023-10-18,1947.69,106.57,4.911,2.725,2.9220,4314.6,5.22,2.344,3.256
2023-10-19,1973.70,106.25,4.990,2.741,2.9280,4278.0,5.161,2.42,3.264
2023-10-20,1981.04,106.16,4.914,2.736,2.8830,4224.16,5.071,2.389,3.176
2023-10-23,1972.59,105.54,4.848,2.731,2.8640,4217.04,5.047,2.358,3.186
2023-10-24,1970.11,106.27,4.819,2.738,2.8330,4247.68,5.108,2.38,3.158
2023-10-25,1979.62,106.53,4.961,2.736,2.8890,4186.77,5.125,2.329,3.183
2023-10-26,1984.82,106.60,4.849,2.729,2.8500,4137.23,5.046,2.31,3.131
2023-10-27,2005.78,106.56,4.845,2.730,2.8340,4117.37,5.015,2.321,3.099
2023-10-30,1995.88,106.12,4.888,2.723,2.8270,4166.82,5.05,2.385,3.078
2023-10-31,1982.70,106.66,4.926,2.709,2.8090,4193.80,5.083,2.365,3.074
2023-11-01,1982.15,106.88,4.734,2.702,2.7580,4237.86,4.948,2.372,3.043
2023-11-02,1985.51,106.12,4.661,2.684,2.7080,4317.78,4.996,2.372,3.053
2023-11-03,1992.27,105.02,4.576,2.670,2.6380,4358.34,4.845,2.363,3.035
2023-11-06,1977.68,105.21,4.647,2.670,2.7380,4365.98,4.941,2.376,3.091
2023-11-07,1968.40,105.54,4.569,2.672,2.6670,4378.38,4.915,2.393,3.069
2023-11-08,1949.79,105.59,4.492,2.671,2.6155,4382.78,4.936,2.398,3.073
2023-11-09,1958.19,105.91,4.632,2.660,2.6530,4382.78,5.029,2.392,3.091
2023-11-10,1936.79,105.86,4.646,2.656,2.7100,4347.35,5.069,2.39,3.144
2023-11-13,1945.89,105.63,4.638,2.655,2.7200,4415.24,5.033,2.363,3.17
2023-11-14,1962.67,104.05,4.453,2.666,2.6020,4411.55,4.836,2.371,3.076
2023-11-15,1959.09,104.39,4.537,2.671,2.6310,4495.70,4.916,2.35,3.01
2023-11-16,1980.85,104.35,4.441,2.659,2.5850,4502.88,4.85,2.329,2.949
2023-11-17,1980.01,103.92,4.439,2.656,2.5900,4508.24,4.894,2.33,2.963
2023-11-20,1977.19,103.44,4.426,2.665,2.6150,4514.02,4.919,2.348,3.016
2023-11-21,1998.37,103.57,4.398,2.670,2.5550,4547.38,4.883,2.375,2.975
2023-11-22,1989.72,103.92,4.408,2.682,2.5650,4538.19,4.898,2.4,3.016
2023-11-23,1991.79,103.77,4.453,2.705,2.6230,4556.62,4.932,2.431,3.048
2023-11-24,2001.97,103.40,4.472,2.713,2.6450,4559.34,4.955,2.448,3.073
2023-11-27,2013.64,103.20,4.390,2.712,2.5550,4550.43,4.89,2.485,2.985
2023-11-28,2040.89,102.75,4.325,2.690,2.4950,4554.89,4.742,2.449,2.918
2023-11-29,2044.59,102.76,4.259,2.701,2.4240,4550.58,4.646,2.448,2.82
2023-11-30,2035.75,103.50,4.330,2.686,2.4490,4567.78,4.695,2.422,2.814
2023-12-01,2070.90,103.27,4.209,2.684,2.3610,4594.63,4.551,2.419,2.662
2023-12-04,2030.06,103.71,4.259,2.693,2.3500,4569.78,4.637,2.457,2.682
2023-12-05,2019.42,104.05,4.167,2.686,2.2380,4567.18,4.577,2.445,2.609
2023-12-06,2024.90,104.15,4.114,2.693,2.2130,4549.34,4.597,2.47,2.604
2023-12-07,2028.34,103.54,4.148,2.692,2.1970,4585.59,4.593,2.463,2.594
2023-12-08,2003.39,104.01,4.229,2.688,2.2680,4604.37,4.723,2.444,2.69
2023-12-11,1981.30,104.10,4.237,2.674,2.2630,4622.44,4.71,2.441,2.699
2023-12-12,1979.44,103.86,4.210,2.662,2.2300,4643.70,4.735,2.435,2.721
2023-12-13,2026.39,102.87,4.024,2.656,2.1680,4707.09,4.433,2.416,2.654
2023-12-14,2035.53,101.96,3.921,2.657,2.1260,4719.55,4.386,2.374,2.562
2023-12-15,2018.19,102.55,3.915,2.634,2.0130,4719.19,4.449,2.347,2.498
2023-12-18,2027.00,102.56,3.935,2.632,2.0740,4740.56,4.451,2.33,2.548
2023-12-19,2040.12,102.17,3.931,2.635,2.0160,4768.37,4.442,2.338,2.516
2023-12-20,2029.19,102.41,3.853,2.641,1.9780,4701.19,4.34,2.363,2.476
2023-12-21,2045.49,101.84,3.892,2.619,1.9540,4746.75,4.352,2.345,2.451
2023-12-22,2052.98,101.70,3.901,2.617,1.9690,4754.63,4.329,2.33,2.416
2023-12-25,2054.93,101.71,3.902,2.592,1.9745,NA,4.336,2.28,2.417
2023-12-26,2067.20,101.47,3.897,2.603,1.9775,4774.75,4.356,2.268,2.418
2023-12-27,2077.00,100.99,3.789,2.591,1.9000,4781.58,4.24,2.205,2.402
2023-12-28,2066.04,101.23,3.846,2.589,1.9410,4783.35,4.279,2.218,2.38
2023-12-29,2062.59,101.33,3.866,2.579,2.0280,4769.83,4.25,2.204,2.4
2024-01-01,2063.80,101.38,3.898,NA,2.0205,NA,4.25,NA,2.391
2024-01-02,2058.51,102.20,3.941,2.586,2.0670,4742.83,4.324,2.276,2.454
2024-01-03,2040.19,102.49,3.920,2.580,2.0170,4704.81,4.333,2.278,2.411
2024-01-04,2043.26,102.42,4.003,2.571,2.1040,4688.68,4.387,2.283,2.517
2024-01-05,2045.50,102.41,4.051,2.567,2.1430,4697.24,4.393,2.236,2.567
2024-01-08,2027.84,102.21,4.027,2.559,2.1230,4763.54,4.375,2.253,2.545
2024-01-09,2029.59,102.57,4.015,2.540,2.1890,4756.50,4.366,2.235,2.609
2024-01-10,2023.40,102.36,4.030,2.543,2.2130,4783.45,4.36,2.243,2.651
2024-01-11,2028.09,102.29,3.975,2.500,2.2070,4780.24,4.249,2.239,2.633
2024-01-12,2048.72,102.40,3.939,2.523,2.1430,4783.83,4.146,2.241,2.515
2024-01-15,2054.49,102.40,3.986,2.530,2.1990,4762.85,4.188,2.262,2.589
2024-01-16,2027.59,103.36,4.054,2.531,2.2160,4739.21,4.222,2.275,2.591
2024-01-17,2005.72,103.45,4.106,2.512,2.2740,4780.94,4.361,2.264,2.689
2024-01-18,2022.67,103.54,4.142,2.513,2.3070,4839.81,4.354,2.253,2.685
2024-01-19,2029.09,103.29,4.130,2.505,2.3040,4850.43,4.389,2.229,2.729
2024-01-22,2020.09,103.33,4.107,2.497,2.2590,4864.60,4.393,2.236,2.692
2024-01-23,2027.68,103.62,4.132,2.520,2.3490,4895.88,4.372,2.249,2.712
2024-01-24,2012.59,103.24,4.180,2.510,2.3340,4868.55,4.384,2.243,2.71
2024-01-25,2019.75,103.57,4.120,2.509,2.2830,4894.16,4.299,2.18,2.616
2024-01-26,2018.34,103.43,4.139,2.503,2.2970,4890.97,4.357,2.18,2.63
2024-01-29,2031.75,103.61,4.076,2.498,2.2390,4927.93,4.322,2.149,2.476
2024-01-30,2036.12,103.40,4.036,2.469,2.2730,4924.97,4.339,2.11,2.526
2024-01-31,2037.19,103.27,3.918,2.435,2.1610,4848.87,4.209,2.113,2.407
2024-02-01,2054.09,103.05,3.882,2.443,2.1380,4906.19,4.211,2.133,2.422
2024-02-02,2038.59,103.92,4.024,2.435,2.2290,4958.61,4.372,2.139,2.545
2024-02-05,2024.67,104.45,4.162,2.403,2.3240,4942.81,4.474,2.136,2.623
2024-02-06,2035.46,104.21,4.090,2.462,2.2970,4954.23,4.399,2.187,2.605
2024-02-07,2034.22,104.06,4.115,2.447,2.2990,4995.06,4.427,2.162,2.618
2024-02-08,2033.18,104.17,4.158,2.445,2.3560,4997.91,4.46,2.159,2.666
2024-02-09,2024.16,104.11,4.177,2.463,2.3800,5026.61,4.486,2.16,2.723
2024-02-12,2019.79,104.17,4.179,NA,2.3660,5021.84,4.48,NA,2.703
2024-02-13,1992.13,104.96,4.326,NA,2.3920,4953.17,4.67,NA,2.775
2024-02-14,1992.39,104.72,4.261,NA,2.3480,5000.62,4.582,NA,2.748
2024-02-15,2004.09,104.30,4.234,NA,2.3530,5029.73,4.578,NA,2.762
2024-02-16,2013.10,104.30,4.281,NA,2.4010,5005.57,4.644,NA,2.826
2024-02-19,2017.63,104.29,4.317,2.451,2.4110,NA,4.654,2.142,2.834
2024-02-20,2023.53,104.08,4.275,2.437,2.3700,4975.51,4.614,2.132,2.796
2024-02-21,2024.99,104.01,4.319,2.420,2.4410,4981.80,4.668,2.108,2.863
2024-02-22,2024.11,103.96,4.331,2.406,2.4350,5087.03,4.714,2.053,2.911
2024-02-23,2035.72,103.94,4.248,2.401,2.3620,5088.80,4.688,2.058,2.865
2024-02-26,2030.66,103.83,4.281,2.384,2.4310,5069.53,4.731,2.047,2.92
2024-02-27,2029.64,103.83,4.303,2.385,2.4560,5078.20,4.693,2.062,2.929
2024-02-28,2034.62,103.97,4.266,2.381,2.4620,5069.76,4.644,2.065,2.927
2024-02-29,2043.24,104.16,4.254,2.363,2.4010,5096.27,4.623,2.04,2.885
2024-03-01,2082.98,103.89,4.186,2.384,2.4130,5137.09,4.533,2.048,2.882
2024-03-04,2114.99,103.83,4.217,2.362,2.3970,5130.95,4.612,2.065,2.895
2024-03-05,2127.55,103.80,4.151,2.332,2.3220,5078.65,4.562,2.05,2.838
2024-03-06,2148.29,103.37,4.108,2.284,2.3310,5104.76,4.562,2.039,2.873
2024-03-07,2159.16,102.82,4.089,2.297,2.2940,5157.36,4.503,2.032,2.802
2024-03-08,2177.51,102.71,4.077,2.302,2.2690,5123.69,4.478,2.044,2.738
2024-03-11,2182.47,102.87,4.098,2.313,2.2970,5117.94,4.538,2.05,2.767
2024-03-12,2157.99,102.96,4.151,2.358,2.3260,5175.27,4.584,2.078,2.821
2024-03-13,2174.40,102.79,4.188,2.339,2.3550,5165.31,4.632,2.081,2.858
2024-03-14,2161.01,103.36,4.292,2.350,2.4200,5150.48,4.694,2.08,2.881
2024-03-15,2155.54,103.43,4.308,2.336,2.4370,5117.09,4.732,2.058,2.907
2024-03-18,2159.99,103.43,4.328,2.292,2.4570,5149.42,4.736,2.015,2.918
2024-03-19,2157.23,103.59,4.293,2.285,2.4500,5178.51,4.687,2.014,2.889
2024-03-20,2185.96,103.24,4.277,2.310,2.4350,5224.62,4.604,2.019,2.905
2024-03-21,2180.81,104.00,4.269,2.288,2.3980,5241.53,4.643,1.996,2.855
2024-03-22,2164.15,104.43,4.202,2.309,2.3210,5234.18,4.595,1.989,2.806
2024-03-25,2171.45,104.23,4.249,2.321,2.3750,5218.19,4.63,1.968,2.869
2024-03-26,2178.58,104.30,4.238,2.308,2.3480,5203.58,4.593,1.972,2.852
2024-03-27,2194.02,104.43,4.188,2.311,2.2910,5248.49,4.568,1.956,2.808
2024-03-28,2232.38,104.53,4.206,2.244,2.2930,5254.35,4.628,1.942,2.823
2024-04-01,2250.36,105.00,4.317,2.313,2.2970,5243.77,4.712,1.913,2.823
2024-04-02,2280.10,104.78,4.353,2.298,2.3960,5205.81,4.693,1.909,2.815
2024-04-03,2299.17,104.22,4.351,2.298,2.3750,5211.49,4.672,1.903,2.827
2024-04-04,2289.43,104.23,4.307,,2.3535,5147.21,4.645,NA,2.859
2024-04-05,2329.50,104.29,4.400,,2.4040,5204.34,4.751,NA,2.873
2024-04-08,2338.89,104.11,4.422,2.288,2.4330,5202.40,4.793,1.88,2.925
2024-04-09,2352.58,104.10,4.362,2.290,2.3685,5209.90,4.743,1.869,2.889
2024-04-10,2332.79,105.20,4.546,2.302,2.4435,5160.60,4.973,1.858,2.958
